Zipcode,Number Household,Number Household Income (15 to 24 years),Number Household Income (25 to 44 years),Number Household Income (45 to 64 years),Number Household Income (65 years and over),Number Families,Families With own children of householder under 18 years,Families With no own children of householder under 18 years,Number Families Married-couple families,Families Married-couple families With own children under 18 years,"Number Families Female householder, no spouse present","Families Female householder, no spouse present With own children under 18 years","Number Families Male householder, no spouse present","Families Male householder, no spouse present With own children under 18 years",Number 2-person families,Number 3-person families,Number 4-person families,Number 5-person families,Number 6-person families,Number 7-or-more person families,Number No earners,Number 1 earner,Number 2 earners,Number 3 or more earners,Nonfamily households,Nonfamily households Female householder,Nonfamily households Female householder Living alone,Nonfamily households Female householder Not living alone,Nonfamily households Male householder,Nonfamily households Male householder Living alone,Nonfamily households Male householder Not living alone,Estimate Percent Distribution HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER Households One race-- White,Estimate Percent Distribution HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER Households One race-- Black or African American,Estimate Percent Distribution HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER Households One race-- American Indian and Alaska Native,Estimate Percent Distribution HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER Households One race-- Asian,Estimate Percent Distribution HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER Households One race-- Native Hawaiian and Other Pacific Islander,Estimate Percent Distribution HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER Households One race-- Some other race,Estimate Percent Distribution HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER Households Two or more races,Estimate Percent Distribution HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER Households Hispanic or Latino origin (of any race),"Estimate Percent Distribution HOUSEHOLD INCOME BY RACE AND HISPANIC OR LATINO ORIGIN OF HOUSEHOLDER Households White alone, not Hispanic or Latino",Estimate Percent Distribution HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER 15 to 24 years,Estimate Percent Distribution HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER 25 to 44 years,Estimate Percent Distribution HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER 45 to 64 years,Estimate Percent Distribution HOUSEHOLD INCOME BY AGE OF HOUSEHOLDER 65 years and over,Estimate Percent Distribution FAMILIES Families,Estimate Percent Distribution FAMILIES Families With own children of householder under 18 years,Estimate Percent Distribution FAMILIES Families With no own children of householder under 18 years,Estimate Percent Distribution FAMILIES Families Married-couple families,Estimate Percent Distribution FAMILIES Families Married-couple families With own children under 18 years,"Estimate Percent Distribution FAMILIES Families Female householder, no spouse present","Estimate Percent Distribution FAMILIES Families Female householder, no spouse present With own children under 18 years","Estimate Percent Distribution FAMILIES Families Male householder, no spouse present","Estimate Percent Distribution FAMILIES Families Male householder, no spouse present With own children under 18 years",Estimate Percent Distribution FAMILY INCOME BY FAMILY SIZE 2-person families,Estimate Percent Distribution FAMILY INCOME BY FAMILY SIZE 3-person families,Estimate Percent Distribution FAMILY INCOME BY FAMILY SIZE 4-person families,Estimate Percent Distribution FAMILY INCOME BY FAMILY SIZE 5-person families,Estimate Percent Distribution FAMILY INCOME BY FAMILY SIZE 6-person families,Estimate Percent Distribution FAMILY INCOME BY FAMILY SIZE 7-or-more person families,Estimate Percent Distribution FAMILY INCOME BY NUMBER OF EARNERS No earners,Estimate Percent Distribution FAMILY INCOME BY NUMBER OF EARNERS 1 earner,Estimate Percent Distribution FAMILY INCOME BY NUMBER OF EARNERS 2 earners,Estimate Percent Distribution FAMILY INCOME BY NUMBER OF EARNERS 3 or more earners,Estimate Percent Distribution NONFAMILY HOUSEHOLDS Nonfamily households,Estimate Percent Distribution NONFAMILY HOUSEHOLDS Nonfamily households Female householder,Estimate Percent Distribution NONFAMILY HOUSEHOLDS Nonfamily households Female householder Living alone,Estimate Percent Distribution NONFAMILY HOUSEHOLDS Nonfamily households Female householder Not living alone,Estimate Percent Distribution NONFAMILY HOUSEHOLDS Nonfamily households Male householder,Estimate Percent Distribution NONFAMILY HOUSEHOLDS Nonfamily households Male householder Living alone,Household Income,Household Income (15 to 24 years),Household Income (25 to 44 years),Household Income (45 to 64 years),Household Income (65 years and over),Families,Families  With own children of householder under 18 years,Families  With no own children of householder under 18 years,Income Families Married-couple families,Families  Married-couple families With own children under 18 years,"Income Families Female householder, no spouse present","Families  Female householder, no spouse present With own children under 18 years","Income Families Male householder, no spouse present","Families  Male householder, no spouse present With own children under 18 years",Income 2-person families,Income 3-person families,Income 4-person families,Income 5-person families,Income 6-person families,Income 7-or-more person families,Income No earners,Income 1 earner,Income 2 earners,Income 3 or more earners,Income Nonfamily households,Income Nonfamily households Female householder,Income Nonfamily households Female householder Living alone,Income Nonfamily households Female householder Not living alone,Income Nonfamily households Male householder,Income Nonfamily households Male householder Living alone,Income Nonfamily households Male householder Not living alone
20012,7150,82,2429,2389,2250,4273,1837,2436,2757,1397,1116,377,400,63,2039,848,895,219,121,151,319,1154,2467,333,2877,1974,1751,223,903,727,176,27.3,60.3,0.3,1.2,0.0,5.0,5.9,11.4,24.8,1.1,34.0,33.4,31.5,4273,43.0,57.0,64.5,32.7,26.1,8.8,9.4,1.5,47.7,19.8,20.9,5.1,2.8,3.5,7.5,27.0,57.7,7.8,2877,68.6,60.9,7.8,31.4,25.3,128234.0,,142423.0,148319.0,91429.0,186438.0,232690.0,155313.0,247589.0,,107976.0,116250.0,,,128021.0,217589.0,248661.0,225972.0,146939.0,,83015.0,68362.0,249018.0,202266.0,72092.0,73363.0,70737.0,141250.0,69938.0,58417.0,244245.0
20015,6250,66,1548,2252,2384,4163,2064,2099,3827,1901,251,113,85,50,1929,726,1232,252,0,24,542,812,2388,421,2087,1163,1073,90,924,723,201,74.6,11.0,0.0,4.7,0.0,1.3,8.4,7.7,72.2,1.1,24.8,36.0,38.1,4163,49.6,50.4,91.9,45.7,6.0,2.7,2.0,1.2,46.3,17.4,29.6,6.1,0.0,0.6,13.0,19.5,57.4,10.1,2087,55.7,51.4,4.3,44.3,34.6,,,,,157188.0,,,,,,152917.0,162604.0,,,,,,,,,120417.0,237917.0,,,84101.0,77730.0,74563.0,141944.0,101389.0,83373.0,193894.0
20016,13916,957,3280,4877,4802,7179,3443,3736,6300,2864,674,404,205,175,3573,1471,1471,591,73,0,1019,1971,3679,510,6737,4595,4090,505,2142,1818,324,79.3,6.6,0.1,5.3,0.0,1.5,7.3,7.7,77.2,6.9,23.6,35.0,34.5,7179,48.0,52.0,87.8,39.9,9.4,5.6,2.9,2.4,49.8,20.5,20.5,8.2,1.0,0.0,14.2,27.5,51.2,7.1,6737,68.2,60.7,7.5,31.8,27.0,179107.0,10433.0,181607.0,,145441.0,,,245197.0,,,183661.0,184732.0,188403.0,189653.0,225781.0,,,,,,164044.0,241369.0,,,94174.0,100250.0,100500.0,,77227.0,76366.0,98750.0
20017,8673,270,3606,2736,2061,4883,2182,2701,3088,1565,1480,500,315,117,2165,1309,935,351,98,25,703,1283,2591,306,3790,2119,1834,285,1671,1194,477,30.2,53.7,0.0,4.9,0.0,4.3,6.8,10.7,28.9,3.1,41.6,31.5,23.8,4883,44.7,55.3,63.2,32.0,30.3,10.2,6.5,2.4,44.3,26.8,19.1,7.2,2.0,0.5,14.4,26.3,53.1,6.3,3790,55.9,48.4,7.5,44.1,31.5,101543.0,40000.0,144750.0,114167.0,55547.0,148385.0,158397.0,138813.0,172768.0,221010.0,86118.0,79028.0,168240.0,120917.0,121080.0,153025.0,213456.0,63472.0,,199219.0,18254.0,90450.0,200511.0,172300.0,79375.0,79375.0,67955.0,103688.0,79375.0,54674.0,142917.0
20018,9027,138,3585,2918,2386,4369,1802,2567,2630,1265,1291,474,448,63,1999,1126,1076,106,29,33,416,1311,2276,366,4658,2546,2153,393,2112,1895,217,17.0,72.0,0.4,2.0,0.0,2.6,5.9,5.8,15.4,1.5,39.7,32.3,26.4,4369,41.2,58.8,60.2,29.0,29.5,10.8,10.3,1.4,45.8,25.8,24.6,2.4,0.7,0.8,9.5,30.0,52.1,8.4,4658,54.7,46.2,8.4,45.3,40.7,92569.0,45543.0,136065.0,105185.0,53207.0,136542.0,184811.0,124102.0,192059.0,229135.0,76563.0,55426.0,135489.0,,108828.0,161563.0,184167.0,183537.0,185208.0,,33116.0,101639.0,191078.0,216528.0,61029.0,67083.0,56309.0,137596.0,54099.0,52730.0,157022.0
20019,26523,446,10609,9651,5817,14453,7041,7412,4019,1555,8740,4978,1694,508,6524,3981,1823,875,827,423,2855,5718,4773,1107,12070,6247,5807,440,5823,5232,591,2.4,90.4,0.2,0.3,0.0,2.6,4.1,4.5,2.1,1.7,40.0,36.4,21.9,14453,48.7,51.3,27.8,10.8,60.5,34.4,11.7,3.5,45.1,27.5,12.6,6.1,5.7,2.9,19.8,39.6,33.0,7.7,12070,51.8,48.1,3.6,48.2,43.3,57031.0,8322.0,65456.0,69799.0,35963.0,69900.0,56473.0,81269.0,124857.0,141349.0,55665.0,37288.0,68190.0,92692.0,71210.0,57119.0,79818.0,78482.0,75901.0,116181.0,20299.0,59937.0,136054.0,174356.0,36535.0,34714.0,33079.0,69286.0,40149.0,36409.0,102044.0
20020,23509,534,9420,8803,4752,12795,6254,6541,3241,1058,8243,4633,1311,563,6099,3494,1986,640,552,24,3002,5276,3506,1011,10714,6037,5363,674,4677,3833,844,3.3,91.6,0.2,0.8,0.0,1.0,3.1,1.7,3.1,2.3,40.1,37.4,20.2,12795,48.9,51.1,25.3,8.3,64.4,36.2,10.2,4.4,47.7,27.3,15.5,5.0,4.3,0.2,23.5,41.2,27.4,7.9,10714,56.3,50.1,6.3,43.7,35.8,53015.0,,55414.0,58993.0,36750.0,59543.0,48202.0,75495.0,142978.0,122192.0,47552.0,39655.0,48858.0,,61255.0,51006.0,68672.0,93590.0,38409.0,,11364.0,52762.0,106853.0,171964.0,45500.0,42826.0,38933.0,70417.0,48750.0,44895.0,85352.0
20024,10056,563,4810,2825,1858,2773,785,1988,1772,258,824,504,177,23,1804,589,188,144,48,0,561,664,1327,221,7283,3988,3434,554,3295,2668,627,48.0,40.2,0.0,3.7,0.0,1.3,6.7,8.0,44.1,5.6,47.8,28.1,18.5,2773,28.3,71.7,63.9,9.3,29.7,18.2,6.4,0.8,65.1,21.2,6.8,5.2,1.7,0.0,20.2,23.9,47.9,8.0,7283,54.8,47.2,7.6,45.2,36.6,102623.0,91917.0,121378.0,134654.0,61434.0,157266.0,,166074.0,214545.0,,23468.0,23261.0,23918.0,,166594.0,143112.0,213182.0,,,,21696.0,,226607.0,144459.0,94895.0,83154.0,81017.0,138143.0,100207.0,91847.0,174671.0
20032,17802,296,7828,5913,3765,8150,4151,3999,3075,1536,4370,2226,705,389,3970,2172,1287,387,202,132,1305,3703,2735,407,9652,4973,4767,206,4679,4471,208,7.7,86.0,0.3,0.3,0.0,0.8,5.0,2.5,7.2,1.7,44.0,33.2,21.1,8150,50.9,49.1,37.7,18.8,53.6,27.3,8.7,4.8,48.7,26.7,15.8,4.7,2.5,1.6,16.0,45.4,33.6,5.0,9652,51.5,49.4,2.1,48.5,46.3,48146.0,35341.0,58077.0,48974.0,31127.0,61865.0,60607.0,65174.0,109827.0,121577.0,45938.0,43449.0,55705.0,55750.0,57917.0,83688.0,92713.0,51514.0,66909.0,58944.0,8368.0,54375.0,113365.0,134177.0,39189.0,46710.0,46287.0,55917.0,32296.0,31728.0,82800.0
20036,3789,346,2268,820,355,445,27,418,445,27,0,0,0,0,418,0,10,17,0,0,68,90,287,0,3344,1874,1694,180,1470,1351,119,69.6,2.9,0.0,19.1,0.0,0.5,7.8,9.2,65.8,9.1,59.9,21.6,9.4,445,6.1,93.9,100.0,6.1,0.0,0.0,0.0,0.0,93.9,0.0,2.2,3.8,0.0,0.0,15.3,20.2,64.5,0.0,3344,56.0,50.7,5.4,44.0,40.4,105800.0,85667.0,108438.0,113780.0,89196.0,235580.0,,234620.0,235580.0,,,,,,234620.0,,,,,,164271.0,233261.0,,,100978.0,101484.0,101058.0,170761.0,96483.0,92050.0,237708.0
20037,7302,1182,3498,1094,1528,1520,228,1292,1163,89,343,139,14,0,1370,80,70,0,0,0,187,647,686,0,5782,3155,2536,619,2627,2008,619,68.3,8.3,0.3,10.9,0.1,1.6,10.5,14.1,62.3,16.2,47.9,15.0,20.9,1520,15.0,85.0,76.5,5.9,22.6,9.1,0.9,0.0,90.1,5.3,4.6,0.0,0.0,0.0,12.3,42.6,45.1,0.0,5782,54.6,43.9,10.7,45.4,34.7,98917.0,28313.0,119615.0,159625.0,99104.0,185534.0,176596.0,186376.0,205865.0,176144.0,102461.0,177188.0,,,186348.0,,175638.0,,,,229190.0,163669.0,206308.0,,82061.0,80788.0,80052.0,108646.0,93241.0,79646.0,145221.0
